date,clim_tmax,clim_tmin,clim_precip,clim_prain
2012-11-07,5.392857142857144,2.5214285714285714,1.0285714285714285,0.35714285714285715
2012-11-08,4.942857142857143,2.1285714285714286,1.2357142857142858,0.42857142857142855
2012-11-09,5.05,2.142857142857143,1.5999999999999999,0.42857142857142855
2012-11-10,5.171428571428572,2.0714285714285716,1.5285714285714285,0.35714285714285715
2012-11-11,5.207142857142856,2.0214285714285714,1.7071428571428573,0.42857142857142855
2012-11-12,5.371428571428572,1.9857142857142855,1.242857142857143,0.42857142857142855
2012-11-13,5.085714285714286,2.0357142857142856,0.9571428571428571,0.35714285714285715
2012-11-14,4.785714285714286,1.9071428571428568,1.7214285714285713,0.35714285714285715
2012-11-15,4.571428571428571,1.4714285714285713,1.9928571428571427,0.35714285714285715
2012-11-16,3.8,0.6142857142857141,1.7214285714285713,0.35714285714285715
2012-11-17,3.2071428571428564,-0.17857142857142846,1.7999999999999996,0.5
2012-11-18,2.3214285714285716,-0.8928571428571429,1.7214285714285713,0.5
2012-11-19,1.8428571428571432,-1.1142857142857143,1.7499999999999998,0.5
2012-11-20,1.8357142857142856,-1.3428571428571432,2.607142857142857,0.6428571428571429
2012-11-21,1.6428571428571428,-2.192857142857142,1.8428571428571427,0.6428571428571429
2012-11-22,1.042857142857143,-2.7214285714285706,1.3857142857142857,0.6428571428571429
2012-11-23,0.7857142857142858,-2.9999999999999996,2.1928571428571426,0.6428571428571429
2012-11-24,0.021428571428571668,-3.578571428571428,2.1,0.5
2012-11-25,-0.42142857142857154,-4.257142857142857,2.0214285714285714,0.5
2012-11-26,-0.9000000000000004,-4.814285714285714,1.95,0.42857142857142855
2012-11-27,-1.3928571428571423,-5.3928571428571415,1.092857142857143,0.2857142857142857
2012-11-28,-1.5357142857142854,-5.107142857142856,1.3928571428571428,0.2857142857142857
2012-11-29,-1.471428571428571,-4.978571428571428,1.485714285714286,0.35714285714285715
2012-11-30,-1.2999999999999996,-4.642857142857143,0.9642857142857143,0.35714285714285715
2012-12-01,-0.6285714285714291,-4.228571428571427,1.0642857142857143,0.42857142857142855
2012-12-02,-0.049999999999999885,-3.400000000000001,1.75,0.5
2012-12-03,0.27142857142857146,-3.0285714285714285,1.964285714285714,0.5714285714285714
2012-12-04,0.3357142857142858,-2.7928571428571423,2.1357142857142852,0.6428571428571429
2012-12-05,0.10000000000000006,-2.928571428571428,2.3428571428571425,0.7142857142857143
2012-12-06,0.09285714285714278,-3.028571428571428,3.1,0.7142857142857143
2012-12-07,-0.12142857142857141,-3.521428571428571,3.1999999999999997,0.7142857142857143
2012-12-08,-0.6785714285714282,-3.928571428571428,3.35,0.7142857142857143
2012-12-09,-1.0499999999999996,-4.435714285714285,2.9642857142857144,0.6428571428571429
2012-12-10,-1.3785714285714283,-4.728571428571429,3.207142857142857,0.6428571428571429
2012-12-11,-1.5999999999999999,-5.085714285714286,3.371428571428571,0.7142857142857143
2012-12-12,-1.4285714285714286,-5.435714285714284,2.9142857142857146,0.6428571428571429
2012-12-13,-1.2785714285714282,-5.2071428571428555,2.6214285714285714,0.6428571428571429
2012-12-14,-1.2571428571428576,-4.92142857142857,3.1000000000000005,0.7142857142857143
2012-12-15,-1.2571428571428565,-4.535714285714284,3.785714285714285,0.7857142857142857
2012-12-16,-1.2714285714285716,-4.264285714285713,3.928571428571428,0.8571428571428571
2012-12-17,-1.3642857142857143,-4.292857142857142,3.485714285714285,0.7857142857142857
2012-12-18,-1.6214285714285714,-4.6,3.15,0.6428571428571429
2012-12-19,-2.3642857142857143,-5.371428571428573,3.192857142857143,0.6428571428571429
2012-12-20,-3.107142857142857,-6.314285714285715,3.2071428571428577,0.5714285714285714
2012-12-21,-3.2428571428571433,-6.992857142857143,2.45,0.5714285714285714
2012-12-22,-2.6571428571428575,-6.835714285714286,2.9285714285714284,0.5714285714285714
2012-12-23,-2.1285714285714277,-6.742857142857143,2.592857142857143,0.5714285714285714
2012-12-24,-2.1999999999999997,-6.728571428571429,2.592857142857143,0.5714285714285714
2012-12-25,-1.95,-6.25,3.15,0.6428571428571429
2012-12-26,-1.578571428571429,-5.3999999999999995,3.6785714285714284,0.7142857142857143
2012-12-27,-1.1000000000000003,-4.742857142857142,3.2214285714285715,0.7142857142857143
2012-12-28,-1.7642857142857145,-5.235714285714287,3.142857142857143,0.6428571428571429
2012-12-29,-3.742857142857143,-6.914285714285713,1.7285714285714284,0.5
2012-12-30,-5.057142857142857,-8.67142857142857,1.6285714285714283,0.42857142857142855
2012-12-31,-5.585714285714286,-9.292857142857143,1.6285714285714283,0.42857142857142855
2013-01-01,-3.5142857142857156,-7.242857142857143,2.433333333333333,0.5238095238095238
2013-01-02,-3.771428571428573,-7.604761904761903,2.1142857142857143,0.5238095238095238
2013-01-03,-4.114285714285716,-8.014285714285712,1.7714285714285716,0.5238095238095238
2013-01-04,-4.523809523809525,-8.538095238095238,2.185714285714286,0.5714285714285714
2013-01-05,-4.561904761904763,-8.628571428571428,2.1,0.5714285714285714
2013-01-06,-4.076190476190476,-8.252380952380951,2.219047619047619,0.6190476190476191
2013-01-07,-3.990476190476191,-7.714285714285714,2.3142857142857145,0.6190476190476191
2013-01-08,-3.5476190476190483,-7.476190476190476,1.9857142857142858,0.6190476190476191
2013-01-09,-3.1666666666666674,-6.895238095238096,2.442857142857143,0.6190476190476191
2013-01-10,-2.7047619047619045,-6.042857142857143,2.5380952380952384,0.6190476190476191
2013-01-11,-2.5952380952380953,-5.780952380952381,1.8571428571428574,0.5238095238095238
2013-01-12,-2.6142857142857148,-5.704761904761905,1.8285714285714287,0.47619047619047616
2013-01-13,-2.8333333333333335,-6.161904761904762,1.4285714285714284,0.42857142857142855
2013-01-14,-2.6428571428571432,-6.31904761904762,1.4904761904761905,0.42857142857142855
2013-01-15,-2.9142857142857146,-6.528571428571429,1.4,0.47619047619047616
2013-01-16,-3.30952380952381,-6.871428571428574,1.2761904761904763,0.47619047619047616
2013-01-17,-3.6904761904761907,-7.323809523809525,1.4333333333333333,0.47619047619047616
2013-01-18,-4.076190476190476,-7.576190476190478,1.538095238095238,0.47619047619047616
2013-01-19,-4.1761904761904765,-7.476190476190476,1.619047619047619,0.5238095238095238
2013-01-20,-4.252380952380952,-7.266666666666667,1.5999999999999996,0.5238095238095238
2013-01-21,-4.7285714285714295,-7.619047619047619,1.476190476190476,0.5238095238095238
2013-01-22,-5.042857142857143,-7.966666666666666,1.5714285714285714,0.5238095238095238
2013-01-23,-5.666666666666667,-8.961904761904762,1.1714285714285713,0.42857142857142855
2013-01-24,-6.342857142857143,-10.02857142857143,0.7809523809523808,0.3333333333333333
2013-01-25,-6.552380952380952,-10.514285714285716,0.7333333333333333,0.3333333333333333
2013-01-26,-6.442857142857142,-10.552380952380954,0.8047619047619047,0.38095238095238093
2013-01-27,-6.152380952380952,-10.4,0.7952380952380952,0.38095238095238093
2013-01-28,-5.976190476190475,-10.095238095238093,0.9904761904761905,0.3333333333333333
2013-01-29,-6.080952380952381,-10.185714285714283,0.9333333333333333,0.3333333333333333
2013-01-30,-5.976190476190476,-9.676190476190474,1.3904761904761904,0.42857142857142855
2013-01-31,-5.5095238095238095,-8.838095238095237,1.5952380952380953,0.5238095238095238
2013-02-01,-5.376190476190477,-8.480952380952381,1.6476190476190478,0.5238095238095238
2013-02-02,-5.238095238095238,-8.647619047619049,1.5285714285714282,0.47619047619047616
2013-02-03,-5.028571428571429,-8.400000000000002,1.4142857142857141,0.47619047619047616
2013-02-04,-4.785714285714285,-8.433333333333334,1.1476190476190475,0.47619047619047616
2013-02-05,-4.676190476190476,-8.180952380952382,1.5952380952380953,0.47619047619047616
2013-02-06,-4.619047619047619,-8.571428571428573,1.2238095238095237,0.42857142857142855
2013-02-07,-5.4523809523809526,-9.404761904761905,1.0476190476190477,0.38095238095238093
2013-02-08,-5.838095238095237,-10.166666666666668,0.9190476190476191,0.38095238095238093
2013-02-09,-6.4,-10.290476190476191,1.019047619047619,0.42857142857142855
2013-02-10,-7.252380952380953,-11.114285714285716,1.0,0.42857142857142855
2013-02-11,-8.257142857142858,-12.004761904761907,1.1761904761904762,0.42857142857142855
2013-02-12,-8.923809523809526,-12.895238095238094,0.6666666666666666,0.38095238095238093
2013-02-13,-9.300000000000002,-12.961904761904762,0.5809523809523809,0.3333333333333333
2013-02-14,-9.01904761904762,-12.695238095238096,0.7,0.38095238095238093
2013-02-15,-9.400000000000002,-12.876190476190475,0.7047619047619048,0.38095238095238093
2013-02-16,-9.771428571428574,-13.566666666666666,1.2380952380952381,0.38095238095238093
2013-02-17,-10.147619047619047,-14.095238095238095,1.3142857142857143,0.42857142857142855
2013-02-18,-10.09047619047619,-14.052380952380956,1.5190476190476188,0.47619047619047616
2013-02-19,-9.752380952380953,-13.91904761904762,1.5666666666666667,0.5238095238095238
2013-02-20,-9.40952380952381,-13.623809523809522,2.3238095238095235,0.6190476190476191
2013-02-21,-9.199999999999998,-13.461904761904762,2.1904761904761907,0.5238095238095238
2013-02-22,-8.27142857142857,-12.885714285714284,2.2714285714285714,0.5714285714285714
2013-02-23,-7.238095238095236,-11.704761904761906,1.7190476190476192,0.6190476190476191
2013-02-24,-6.000000000000001,-10.147619047619047,1.6619047619047622,0.5714285714285714
2013-02-25,-5.142857142857144,-9.00952380952381,1.842857142857143,0.5714285714285714
2013-02-26,-4.295238095238096,-7.928571428571429,1.8857142857142857,0.5714285714285714
2013-02-27,-3.2000000000000006,-7.0857142857142845,1.3285714285714285,0.5238095238095238
2013-02-28,-1.961904761904762,-5.895238095238095,1.5714285714285714,0.6190476190476191
2013-03-01,-1.2190476190476194,-4.828571428571429,1.4857142857142858,0.5238095238095238
2013-03-02,-1.0,-4.7,1.3714285714285714,0.38095238095238093
2013-03-03,-1.1,-5.285714285714286,1.3571428571428572,0.38095238095238093
2013-03-04,-1.2952380952380953,-5.795238095238095,0.7523809523809524,0.2857142857142857
2013-03-05,-1.5523809523809524,-6.338095238095238,0.5,0.19047619047619047
2013-03-06,-2.019047619047619,-6.509523809523809,0.3,0.14285714285714285
2013-03-07,-1.9380952380952379,-6.633333333333334,0.14285714285714285,0.14285714285714285
2013-03-08,-1.776190476190476,-6.323809523809524,0.7714285714285716,0.23809523809523808
2013-03-09,-1.3190476190476192,-5.838095238095239,0.9333333333333333,0.3333333333333333
2013-03-10,-0.6142857142857145,-5.080952380952381,0.9095238095238096,0.2857142857142857
2013-03-11,0.18095238095238098,-4.223809523809525,0.9571428571428572,0.3333333333333333
2013-03-12,0.28571428571428575,-3.900000000000001,0.9523809523809523,0.3333333333333333
2013-03-13,0.2761904761904762,-4.457142857142857,0.9523809523809523,0.3333333333333333
2013-03-14,-0.17142857142857135,-5.076190476190477,0.8714285714285714,0.2857142857142857
2013-03-15,-0.30476190476190473,-5.6571428571428575,0.4523809523809524,0.23809523809523808
2013-03-16,-0.21904761904761902,-5.519047619047619,0.7761904761904762,0.23809523809523808
2013-03-17,-0.07142857142857126,-5.1,1.1523809523809523,0.3333333333333333
2013-03-18,0.03809523809523804,-4.847619047619047,1.3809523809523812,0.42857142857142855
2013-03-19,0.7285714285714286,-4.238095238095238,1.6095238095238094,0.5714285714285714
2013-03-20,1.4476190476190476,-3.1761904761904756,1.7047619047619047,0.7142857142857143
2013-03-21,2.0714285714285716,-2.4523809523809517,1.7095238095238092,0.7142857142857143
2013-03-22,2.052380952380952,-2.3999999999999995,1.6761904761904762,0.7619047619047619
2013-03-23,1.9428571428571424,-2.7285714285714286,1.6095238095238094,0.7619047619047619
2013-03-24,1.9333333333333327,-3.1476190476190475,1.3523809523809522,0.7142857142857143
2013-03-25,2.0571428571428565,-3.0238095238095233,1.5285714285714287,0.7142857142857143
2013-03-26,1.9952380952380953,-3.0142857142857133,1.5857142857142859,0.7142857142857143
2013-03-27,1.9476190476190478,-3.0047619047619043,1.6428571428571428,0.7142857142857143
2013-03-28,1.8190476190476195,-3.2190476190476187,1.676190476190476,0.7142857142857143
2013-03-29,2.1333333333333337,-2.8904761904761904,1.5142857142857142,0.6666666666666666
2013-03-30,2.3380952380952387,-2.6666666666666665,1.180952380952381,0.6666666666666666
2013-03-31,2.3857142857142857,-2.0476190476190474,1.8714285714285712,0.7142857142857143
2013-04-01,2.3619047619047615,-2.0476190476190474,2.1190476190476186,0.7142857142857143
2013-04-02,2.4809523809523806,-2.0190476190476194,1.8380952380952382,0.5714285714285714
2013-04-03,2.6047619047619044,-1.8238095238095238,1.9000000000000004,0.5238095238095238
2013-04-04,2.7190476190476183,-1.1666666666666667,2.2619047619047614,0.5714285714285714
2013-04-05,2.8047619047619046,-0.8857142857142858,2.3380952380952382,0.5714285714285714
2013-04-06,2.9904761904761905,-0.6571428571428571,2.2523809523809524,0.47619047619047616
2013-04-07,3.3761904761904766,-1.219047619047619,1.4619047619047616,0.42857142857142855
2013-04-08,3.7333333333333343,-1.1904761904761905,0.7714285714285716,0.2857142857142857
2013-04-09,4.047619047619048,-0.9380952380952381,0.7666666666666666,0.2857142857142857
2013-04-10,4.5095238095238095,-0.8095238095238095,0.5523809523809524,0.19047619047619047
2013-04-11,5.052380952380953,-0.8380952380952381,0.28095238095238095,0.14285714285714285
2013-04-12,5.395238095238095,-0.9285714285714287,0.5523809523809524,0.14285714285714285
2013-04-13,5.828571428571429,-0.6047619047619048,0.7523809523809524,0.19047619047619047
2013-04-14,6.18095238095238,-0.18095238095238098,0.9047619047619048,0.23809523809523808
2013-04-15,6.42857142857143,0.11428571428571428,1.3714285714285712,0.3333333333333333
2013-04-16,6.557142857142858,0.05238095238095238,1.4238095238095236,0.38095238095238093
2013-04-17,6.461904761904763,-0.23809523809523814,1.4666666666666663,0.47619047619047616
2013-04-18,6.671428571428573,-0.24285714285714283,1.9999999999999996,0.5238095238095238
2013-04-19,6.890476190476191,0.24761904761904763,2.2047619047619045,0.5714285714285714
2013-04-20,7.285714285714287,0.17619047619047615,2.1095238095238096,0.5714285714285714
2013-04-21,7.633333333333334,0.4333333333333333,2.1095238095238096,0.5714285714285714
2013-04-22,8.195238095238096,0.5904761904761904,1.7380952380952384,0.5238095238095238
2013-04-23,8.833333333333334,0.8904761904761904,1.6857142857142857,0.47619047619047616
2013-04-24,9.514285714285714,1.8761904761904762,2.0095238095238095,0.42857142857142855
2013-04-25,9.942857142857143,2.5,1.5238095238095237,0.38095238095238093
2013-04-26,10.361904761904762,2.5904761904761906,1.2190476190476192,0.38095238095238093
2013-04-27,10.595238095238097,3.0095238095238095,1.3523809523809522,0.42857142857142855
2013-04-28,10.438095238095238,3.3333333333333326,1.3904761904761902,0.42857142857142855
2013-04-29,10.119047619047622,3.466666666666666,1.3142857142857143,0.42857142857142855
2013-04-30,9.919047619047621,3.457142857142857,1.323809523809524,0.42857142857142855
2013-05-01,9.385714285714286,3.0142857142857147,1.5238095238095237,0.47619047619047616
2013-05-02,9.195238095238095,2.6714285714285717,1.4571428571428573,0.47619047619047616
2013-05-03,9.342857142857142,2.7190476190476196,1.2904761904761906,0.42857142857142855
2013-05-04,9.171428571428569,2.70952380952381,1.676190476190476,0.42857142857142855
2013-05-05,9.633333333333335,2.7952380952380955,2.076190476190476,0.42857142857142855
2013-05-06,10.066666666666666,2.9333333333333336,2.0476190476190474,0.38095238095238093
2013-05-07,10.542857142857144,3.342857142857143,2.038095238095238,0.38095238095238093
2013-05-08,11.476190476190476,4.066666666666666,1.5333333333333332,0.38095238095238093
2013-05-09,12.22857142857143,4.833333333333333,1.8333333333333333,0.38095238095238093
2013-05-10,12.52857142857143,5.495238095238095,1.8380952380952378,0.42857142857142855
2013-05-11,13.061904761904762,6.071428571428571,1.2619047619047619,0.38095238095238093
2013-05-12,13.266666666666667,6.557142857142857,0.7904761904761906,0.3333333333333333
2013-05-13,13.64285714285714,7.100000000000001,1.1476190476190475,0.42857142857142855
2013-05-14,13.985714285714282,7.723809523809525,1.3571428571428572,0.5714285714285714
2013-05-15,14.28095238095238,8.071428571428573,2.0952380952380953,0.5714285714285714
2013-05-16,14.08571428571428,8.319047619047621,2.142857142857143,0.6190476190476191
2013-05-17,14.466666666666665,8.385714285714286,2.0285714285714285,0.5238095238095238
2013-05-18,14.942857142857141,8.466666666666665,1.980952380952381,0.47619047619047616
2013-05-19,15.609523809523807,8.766666666666666,2.104761904761905,0.47619047619047616
2013-05-20,15.847619047619048,9.109523809523811,2.4904761904761905,0.47619047619047616
2013-05-21,15.69047619047619,9.10952380952381,2.742857142857143,0.42857142857142855
2013-05-22,15.328571428571427,8.814285714285713,2.2476190476190476,0.38095238095238093
2013-05-23,15.623809523809527,8.69047619047619,1.9380952380952383,0.3333333333333333
2013-05-24,15.480952380952383,8.804761904761905,2.419047619047619,0.47619047619047616
2013-05-25,15.12857142857143,8.971428571428572,2.857142857142857,0.5714285714285714
2013-05-26,14.400000000000002,8.833333333333334,3.233333333333333,0.6666666666666666
2013-05-27,14.11428571428572,8.404761904761905,2.676190476190476,0.6666666666666666
2013-05-28,14.400000000000002,8.314285714285713,2.2333333333333334,0.6190476190476191
2013-05-29,15.095238095238095,8.68095238095238,1.9380952380952383,0.5714285714285714
2013-05-30,15.2,8.999999999999998,1.9238095238095236,0.5714285714285714
2013-05-31,15.461904761904762,9.1,2.3238095238095235,0.47619047619047616
2013-06-01,15.633333333333331,9.133333333333333,1.9761904761904758,0.42857142857142855
2013-06-02,15.895238095238096,9.257142857142858,1.3428571428571427,0.2857142857142857
2013-06-03,16.152380952380955,9.404761904761903,1.1666666666666667,0.19047619047619047
2013-06-04,16.43809523809524,9.790476190476191,1.1476190476190475,0.14285714285714285
2013-06-05,16.414285714285718,9.99047619047619,1.138095238095238,0.14285714285714285
2013-06-06,16.75238095238095,10.033333333333335,0.9952380952380951,0.09523809523809523
2013-06-07,17.333333333333332,10.366666666666667,0.27142857142857146,0.09523809523809523
2013-06-08,17.78571428571429,10.80952380952381,0.7809523809523808,0.09523809523809523
2013-06-09,18.204761904761906,11.133333333333335,1.1523809523809525,0.19047619047619047
2013-06-10,18.49047619047619,11.476190476190478,1.9380952380952379,0.3333333333333333
2013-06-11,18.214285714285715,11.561904761904762,2.0857142857142854,0.38095238095238093
2013-06-12,17.95714285714286,11.5,2.2095238095238097,0.42857142857142855
2013-06-13,17.847619047619048,11.476190476190476,2.261904761904762,0.47619047619047616
2013-06-14,17.604761904761908,11.376190476190475,2.195238095238095,0.5238095238095238
2013-06-15,17.157142857142862,11.214285714285714,2.9476190476190474,0.6190476190476191
2013-06-16,17.047619047619055,11.228571428571428,3.2857142857142856,0.6190476190476191
2013-06-17,16.776190476190475,11.27142857142857,2.6476190476190475,0.5714285714285714
2013-06-18,16.814285714285713,11.2,2.947619047619048,0.6190476190476191
2013-06-19,17.066666666666666,11.161904761904761,2.857142857142857,0.6190476190476191
2013-06-20,17.18095238095238,11.352380952380955,3.0380952380952384,0.6190476190476191
2013-06-21,17.14285714285714,11.514285714285714,3.614285714285714,0.6190476190476191
2013-06-22,17.25238095238095,11.609523809523811,3.41904761904762,0.6190476190476191
2013-06-23,17.24285714285714,11.561904761904762,3.2809523809523813,0.6190476190476191
2013-06-24,17.676190476190477,11.652380952380954,3.1238095238095234,0.5238095238095238
2013-06-25,18.238095238095237,11.847619047619046,3.080952380952381,0.47619047619047616
2013-06-26,18.538095238095238,12.066666666666668,3.1285714285714286,0.47619047619047616
2013-06-27,18.89047619047619,12.223809523809523,2.9142857142857146,0.47619047619047616
2013-06-28,19.271428571428572,12.62857142857143,2.3857142857142857,0.47619047619047616
2013-06-29,20.147619047619045,13.085714285714285,1.2285714285714286,0.3333333333333333
2013-06-30,20.85238095238095,13.676190476190476,0.7142857142857142,0.2857142857142857
2013-07-01,21.176190476190474,14.076190476190474,0.7142857142857142,0.2857142857142857
2013-07-02,21.34285714285714,14.428571428571425,0.30952380952380953,0.23809523809523808
2013-07-03,21.880952380952383,14.990476190476189,0.2761904761904762,0.23809523809523808
2013-07-04,22.214285714285715,15.528571428571425,0.4523809523809523,0.23809523809523808
2013-07-05,22.685714285714287,15.847619047619045,1.1619047619047618,0.23809523809523808
2013-07-06,22.88095238095238,16.157142857142855,1.9571428571428569,0.2857142857142857
2013-07-07,22.98095238095238,16.323809523809523,1.9238095238095236,0.2857142857142857
2013-07-08,23.428571428571427,16.661904761904758,1.9428571428571426,0.2857142857142857
2013-07-09,23.50476190476191,17.02857142857143,3.052380952380952,0.38095238095238093
2013-07-10,23.400000000000002,17.038095238095234,3.2333333333333334,0.38095238095238093
2013-07-11,23.23809523809524,17.152380952380952,3.3999999999999995,0.38095238095238093
2013-07-12,22.847619047619048,17.038095238095238,3.00952380952381,0.38095238095238093
2013-07-13,22.37142857142857,16.96666666666667,3.2428571428571433,0.42857142857142855
2013-07-14,22.152380952380952,16.83809523809524,4.052380952380953,0.42857142857142855
2013-07-15,21.961904761904762,16.61904761904762,4.361904761904763,0.5238095238095238
2013-07-16,21.771428571428572,16.414285714285715,3.9428571428571426,0.5714285714285714
2013-07-17,21.676190476190477,16.23333333333333,3.733333333333333,0.5714285714285714
2013-07-18,21.923809523809524,16.10952380952381,3.7238095238095235,0.6190476190476191
2013-07-19,22.27619047619048,16.223809523809525,3.2857142857142856,0.5714285714285714
2013-07-20,22.57619047619048,16.29047619047619,2.4904761904761905,0.5238095238095238
2013-07-21,22.209523809523812,16.271428571428572,2.195238095238095,0.6190476190476191
2013-07-22,22.285714285714292,16.37619047619048,1.919047619047619,0.5714285714285714
2013-07-23,22.838095238095242,16.6952380952381,1.2523809523809524,0.47619047619047616
2013-07-24,23.11904761904762,17.080952380952382,1.2428571428571427,0.42857142857142855
2013-07-25,23.323809523809523,17.333333333333336,1.861904761904762,0.42857142857142855
2013-07-26,23.46666666666667,17.385714285714283,3.2,0.47619047619047616
2013-07-27,23.533333333333335,17.557142857142857,3.538095238095239,0.5714285714285714
2013-07-28,23.98095238095238,17.76190476190476,3.195238095238095,0.5238095238095238
2013-07-29,23.50952380952381,17.661904761904765,3.266666666666667,0.5238095238095238
2013-07-30,22.938095238095237,17.128571428571426,3.2571428571428567,0.5238095238095238
2013-07-31,22.61428571428571,16.757142857142856,3.2809523809523804,0.5714285714285714
2013-08-01,22.23333333333333,16.41904761904762,2.8619047619047615,0.5714285714285714
2013-08-02,21.595238095238095,16.18095238095238,1.6904761904761905,0.5714285714285714
2013-08-03,21.423809523809524,15.78095238095238,1.4142857142857141,0.47619047619047616
2013-08-04,21.685714285714283,15.695238095238096,1.457142857142857,0.47619047619047616
2013-08-05,22.023809523809526,16.114285714285714,1.7761904761904763,0.5238095238095238
2013-08-06,21.857142857142854,16.304761904761904,2.1761904761904765,0.5714285714285714
2013-08-07,21.347619047619045,16.114285714285714,3.0047619047619047,0.6190476190476191
2013-08-08,20.647619047619045,15.757142857142856,2.8047619047619046,0.5714285714285714
2013-08-09,20.376190476190477,15.257142857142856,2.8761904761904766,0.5714285714285714
2013-08-10,20.16190476190476,15.042857142857144,2.58095238095238,0.5238095238095238
2013-08-11,19.790476190476188,14.885714285714286,2.7428571428571424,0.5238095238095238
2013-08-12,19.776190476190475,14.504761904761907,2.471428571428571,0.47619047619047616
2013-08-13,20.07142857142857,14.538095238095238,2.157142857142857,0.42857142857142855
2013-08-14,20.495238095238093,14.733333333333334,1.3857142857142857,0.38095238095238093
2013-08-15,20.9,15.042857142857144,1.5095238095238093,0.42857142857142855
2013-08-16,21.138095238095236,15.23809523809524,1.3666666666666665,0.38095238095238093
2013-08-17,20.96190476190476,15.257142857142862,1.5761904761904764,0.47619047619047616
2013-08-18,20.609523809523807,14.952380952380954,1.2619047619047616,0.47619047619047616
2013-08-19,20.019047619047615,14.666666666666666,1.49047619047619,0.5238095238095238
2013-08-20,19.666666666666668,14.423809523809526,2.2095238095238097,0.6190476190476191
2013-08-21,19.2,14.019047619047617,3.1476190476190475,0.7142857142857143
2013-08-22,18.852380952380955,13.723809523809527,2.8619047619047615,0.7142857142857143
2013-08-23,18.642857142857142,13.614285714285714,2.8999999999999995,0.7619047619047619
2013-08-24,18.495238095238097,13.476190476190476,2.7476190476190476,0.7142857142857143
2013-08-25,18.500000000000004,13.49047619047619,3.2857142857142856,0.7619047619047619
2013-08-26,18.166666666666668,13.247619047619047,3.3666666666666667,0.8095238095238095
2013-08-27,17.704761904761902,12.933333333333334,3.076190476190476,0.7619047619047619
2013-08-28,17.385714285714283,12.733333333333334,2.423809523809523,0.7142857142857143
2013-08-29,17.114285714285717,12.509523809523811,2.3476190476190473,0.7142857142857143
2013-08-30,16.547619047619047,12.185714285714287,2.733333333333333,0.7142857142857143
2013-08-31,16.06666666666667,11.833333333333334,3.3999999999999995,0.8095238095238095
2013-09-01,15.585714285714285,11.399999999999999,3.128571428571428,0.7142857142857143
2013-09-02,15.766666666666667,11.200000000000001,2.6952380952380954,0.6190476190476191
2013-09-03,15.899999999999999,11.333333333333334,2.3,0.6190476190476191
2013-09-04,15.933333333333334,11.404761904761903,2.0952380952380953,0.5714285714285714
2013-09-05,15.742857142857147,11.252380952380951,2.433333333333333,0.5714285714285714
2013-09-06,15.861904761904766,11.085714285714285,1.9761904761904763,0.5238095238095238
2013-09-07,15.980952380952385,10.890476190476189,1.2714285714285716,0.42857142857142855
2013-09-08,16.095238095238095,10.885714285714286,1.0904761904761906,0.42857142857142855
2013-09-09,16.114285714285717,11.20952380952381,1.3571428571428572,0.47619047619047616
2013-09-10,16.071428571428573,11.247619047619047,1.9666666666666668,0.5238095238095238
2013-09-11,15.904761904761905,11.361904761904762,2.5428571428571427,0.6190476190476191
2013-09-12,15.86190476190476,11.423809523809522,2.852380952380952,0.6666666666666666
2013-09-13,15.75238095238095,11.614285714285712,3.338095238095238,0.7619047619047619
2013-09-14,15.590476190476187,11.647619047619045,3.895238095238095,0.8095238095238095
2013-09-15,15.390476190476187,11.65238095238095,4.252380952380952,0.9047619047619048
2013-09-16,14.99047619047619,11.276190476190473,4.395238095238095,0.9523809523809523
2013-09-17,14.70952380952381,10.895238095238094,4.266666666666667,0.9523809523809523
2013-09-18,14.509523809523811,10.633333333333333,4.466666666666667,0.9523809523809523
2013-09-19,14.252380952380953,10.480952380952381,4.0857142857142845,0.9047619047619048
2013-09-20,14.019047619047617,10.247619047619049,3.7952380952380946,0.8571428571428571
2013-09-21,13.628571428571428,10.214285714285714,4.676190476190476,0.8571428571428571
2013-09-22,13.380952380952381,10.028571428571428,4.652380952380953,0.7619047619047619
2013-09-23,13.023809523809524,9.847619047619046,4.2,0.6190476190476191
2013-09-24,12.719047619047618,9.519047619047617,4.0,0.5714285714285714
2013-09-25,12.580952380952382,9.27142857142857,3.6761904761904756,0.5238095238095238
2013-09-26,12.457142857142859,8.961904761904762,3.9380952380952383,0.47619047619047616
2013-09-27,12.633333333333335,8.885714285714286,3.7523809523809524,0.42857142857142855
2013-09-28,12.685714285714285,8.471428571428572,2.4904761904761905,0.38095238095238093
2013-09-29,12.47142857142857,7.995238095238094,2.076190476190477,0.42857142857142855
2013-09-30,12.523809523809524,7.971428571428571,2.561904761904762,0.5238095238095238
2013-10-01,12.609523809523807,8.171428571428569,2.2,0.5238095238095238
2013-10-02,12.495238095238093,8.195238095238095,1.652380952380953,0.5238095238095238
2013-10-03,12.466666666666665,8.123809523809523,1.8238095238095238,0.5714285714285714
2013-10-04,11.966666666666665,7.880952380952381,1.9238095238095236,0.5714285714285714
2013-10-05,11.738095238095237,7.957142857142858,1.8857142857142857,0.5714285714285714
2013-10-06,11.461904761904762,8.033333333333335,1.9238095238095236,0.5238095238095238
2013-10-07,11.071428571428573,7.595238095238095,1.9333333333333333,0.5238095238095238
2013-10-08,10.442857142857145,6.9714285714285715,2.2095238095238097,0.5238095238095238
2013-10-09,9.833333333333334,6.2714285714285705,2.2142857142857144,0.5238095238095238
